PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
29637309020004,54,2013,2020,7,ne,conus_climate,81.99683380126953,97.34494018554688,12.427338600158691,2317.626220703125,10137.3720703125,123.94463690337759,3051.050704280198,10511.855216824306
247062096010661,36,2013,2019,6,ne,fvs_base,26.850683212280273,59.467281341552734,9.098607063293457,517.388671875,528.4902954101562,32.19281311605616,453.634283415954,345.22818170472397
247062096010661,36,2013,2019,6,ne,fvs_regional,26.69135093688965,58.783138275146484,9.1242094039917,515.8646850585938,527.3928833007812,32.19281311605616,453.634283415954,345.22818170472397
247062096010661,36,2013,2019,6,ne,organon,20.8288516998291,47.117576599121094,9.002798080444336,415.00628662109375,411.498046875,32.19281311605616,453.634283415954,345.22818170472397
247062096010661,36,2013,2019,6,ne,conus_spdep,20.810354232788086,47.08516311645508,9.001896858215332,401.6346130371094,404.4146728515625,32.19281311605616,453.634283415954,345.22818170472397
247062096010661,36,2013,2019,6,ne,conus_climate,20.820507049560547,47.105342864990234,9.00216293334961,405.4599304199219,410.6082763671875,32.19281311605616,453.634283415954,345.22818170472397
15802466020004,33,2013,2019,6,ne,fvs_base,133.8816375732422,171.77734375,11.954015731811523,4107.4931640625,20186.169921875,172.47709989881017,3451.1679369131,17997.593860042856
15802466020004,33,2013,2019,6,ne,fvs_regional,133.9630889892578,172.06687927246094,11.947587013244629,4109.0634765625,20189.533203125,172.47709989881017,3451.1679369131,17997.593860042856
15802466020004,33,2013,2019,6,ne,organon,125.27468872070312,161.15435791015625,11.938423156738281,3858.93359375,19101.2578125,172.47709989881017,3451.1679369131,17997.593860042856
15802466020004,33,2013,2019,6,ne,conus_spdep,125.16802978515625,160.82437133789062,11.945578575134277,3786.823974609375,18744.685546875,172.47709989881017,3451.1679369131,17997.593860042856
15802466020004,33,2013,2019,6,ne,conus_climate,125.1966552734375,161.0157470703125,11.939839363098145,3830.349365234375,18866.791015625,172.47709989881017,3451.1679369131,17997.593860042856
511304855126144,34,2019,2024,5,ne,fvs_base,186.2241973876953,174.1451873779297,14.002276420593262,6507.2568359375,32286.60546875,92.1363411338126,2516.7031100777635,8643.809379407241
511304855126144,34,2019,2024,5,ne,fvs_regional,155.85726928710938,104.32032012939453,16.5506649017334,5659.0908203125,30219.0703125,92.1363411338126,2516.7031100777635,8643.809379407241
511304855126144,34,2019,2024,5,ne,organon,150.86590576171875,127.37889862060547,14.736117362976074,5263.25,27193.150390625,92.1363411338126,2516.7031100777635,8643.809379407241
511304855126144,34,2019,2024,5,ne,conus_spdep,150.9453125,127.51956176757812,14.73186206817627,5370.30810546875,27695.77734375,92.1363411338126,2516.7031100777635,8643.809379407241
511304855126144,34,2019,2024,5,ne,conus_climate,151.02281188964844,127.61209106445312,14.730303764343262,5347.2802734375,27210.12109375,92.1363411338126,2516.7031100777635,8643.809379407241
75976533010538,23,2007,2012,5,ne,fvs_base,41.15657043457031,195.66322326660156,6.210137367248535,528.4348754882812,0.0,132.14721150841734,800.889704096238,784.960532120792
75976533010538,23,2007,2012,5,ne,fvs_regional,40.865352630615234,194.21604919433594,6.2111406326293945,525.0974731445312,0.0,132.14721150841734,800.889704096238,784.960532120792
75976533010538,23,2007,2012,5,ne,organon,40.264854431152344,191.0414276123047,6.2163519859313965,514.7633056640625,0.0,132.14721150841734,800.889704096238,784.960532120792
75976533010538,23,2007,2012,5,ne,conus_spdep,40.263450622558594,191.03115844726562,6.2164106369018555,507.1674499511719,0.0,132.14721150841734,800.889704096238,784.960532120792
75976533010538,23,2007,2012,5,ne,conus_climate,40.265933990478516,191.04470825195312,6.2163825035095215,512.359130859375,0.0,132.14721150841734,800.889704096238,784.960532120792
